ID,Tweet URL,Account handle,Account name,Account type,Tweet,Tweet Translated,Tweet Type,Date posted,Likes,Replies,Retweets,Quote Tweets,Likes_zscore,Replies_zscore,Retweets_zscore,Quote Tweets_zscore,Account_Anonymous,Account_Identified,Removed any special characters and urls,Tokenized Tweet,Stemmed Tweet,Lemmatized Tweet
13-27,https://twitter.com/narasison/status/1391021402468143110,@narasison,Gallicolumba,Anonymous,"@DZMMTeleRadyo @ABSCBNNews Ipinamigay ni Noynoy Aquino at DFA Sec.del Rosario ang Scarborough Shoal. APRIL 12, 2012 may Stand-off na,pina-ATRAS pa nila ang Navy. Tapos ang gusto nila si President Duterte ang babawi. Worth 1 Billion Arbitral Award binayaran ng Aquino administration. Hindi naman enforceable. https://t.co/MK9uRnivH0",DZMMTeleRadyo ABSCBNNews Noynoy Aquino and DFA Secdel Rosario gave the Scarborough Shoal April 12 2012 May standoff they have backdown the Navy after they want President Duterte to recover 1 billion arbitral award paid by the Aquino administration not enforceable,"Image, Reply, Text",2021-08-05 21:25:00,0.0,1.0,0.0,0.0,-0.19940174254965867,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,1,0,DZMMTeleRadyo ABSCBNNews Ipinamigay ni Noynoy Aquino at DFA Secdel Rosario ang Scarborough Shoal APRIL 12 2012 may Standoff napinaATRAS pa nila ang Navy Tapos ang gusto nila si President Duterte ang babawi Worth 1 Billion Arbitral Award binayaran ng Aquino administration Hindi naman enforceable ,dzmmteleradyo abscbnnews noynoy aquino dfa secdel rosario gave scarborough shoal april 12 2012 may standoff backdown navy want president duterte recover 1 billion arbitral award paid aquino administration enforceable,"['dzmmteleradyo', 'abscbnnew', 'noynoy', 'aquino', 'dfa', 'secdel', 'rosario', 'gave', 'scarborough', 'shoal', 'april', '12', '2012', 'may', 'standoff', 'backdown', 'navi', 'want', 'presid', 'dutert', 'recov', '1', 'billion', 'arbitr', 'award', 'paid', 'aquino', 'administr', 'enforc']","['dzmmteleradyo', 'abscbnnews', 'noynoy', 'aquino', 'dfa', 'secdel', 'rosario', 'gave', 'scarborough', 'shoal', 'april', '12', '2012', 'may', 'standoff', 'backdown', 'navy', 'want', 'president', 'duterte', 'recover', '1', 'billion', 'arbitral', 'award', 'paid', 'aquino', 'administration', 'enforceable']"
13-35,https://twitter.com/tristan3026/status/1380667121084985344,@tristan3026,Tristan Fajardo Torero,Identified,Nagsampa sila ng kaso sa UNCLOS.Nung nanalo tinanggap ba ng China? HINDI! KUNG HINDI PALIHIM NA BINENTA NI NOYNOY AQUINO KASAMA SI TRILLANES ANG SCARBOROUGH SHOAL HINDI MAKAKAPUWESTO KAHIT KATTING NA LUGAR ANG CHINA kaya kaung mga dilawan dont be hypocrites. Lider nyo sa partido https://t.co/EXuLLfQcSh,They filed a lawsuit in unclosnung Winners Did China accept not if Noynoy Aquino did not secretly sell Trillanes with the Scarborough Shoal that China could not be in place even if you were in the light of the Party your party,"Text, Image",2021-10-04 07:41:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Nagsampa sila ng kaso sa UNCLOSNung nanalo tinanggap ba ng China HINDI KUNG HINDI PALIHIM NA BINENTA NI NOYNOY AQUINO KASAMA SI TRILLANES ANG SCARBOROUGH SHOAL HINDI MAKAKAPUWESTO KAHIT KATTING NA LUGAR ANG CHINA kaya kaung mga dilawan dont be hypocrites Lider nyo sa partido ,filed lawsuit unclosnung winners china accept noynoy aquino secretly sell trillanes scarborough shoal china could place even light party party,"['file', 'lawsuit', 'unclosnung', 'winner', 'china', 'accept', 'noynoy', 'aquino', 'secretli', 'sell', 'trillan', 'scarborough', 'shoal', 'china', 'could', 'place', 'even', 'light', 'parti', 'parti']","['filed', 'lawsuit', 'unclosnung', 'winner', 'china', 'accept', 'noynoy', 'aquino', 'secretly', 'sell', 'trillanes', 'scarborough', 'shoal', 'china', 'could', 'place', 'even', 'light', 'party', 'party']"
13-26,https://twitter.com/kntsnjn/status/1391774469518102542,@kntsnjn,thony max,Anonymous,@1437_nobody @ayajunaila @mitutu_lee @gnone_gnone16 @bclntn Kasabot man kaha kag 2012 PA DI NA NA SA ATOA ANG WEST PHILIPPINE SEA KAY GI BALIGYA NILANG AQUINO SA CHINA?,1437_NOBODY AYAJUNAILA MITUTU_LEE GNONE_GNONE16 BCLNTN KAHAHAHAHAS HAVE A WEST Philippine Sea,"Reply, Text",2021-10-05 23:17:00,0.0,1.0,0.0,0.0,-0.19940174254965867,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,1,0,1437_nobody ayajunaila mitutu_lee gnone_gnone16 bclntn Kasabot man kaha kag 2012 PA DI NA NA SA ATOA ANG WEST PHILIPPINE SEA KAY GI BALIGYA NILANG AQUINO SA CHINA,1437_nobody ayajunaila mitutu_lee gnone_gnone16 bclntn kahahahahas west philippine sea,"['1437_nobodi', 'ayajunaila', 'mitutu_le', 'gnone_gnone16', 'bclntn', 'kahahahaha', 'west', 'philippin', 'sea']","['1437_nobody', 'ayajunaila', 'mitutu_lee', 'gnone_gnone16', 'bclntn', 'kahahahahas', 'west', 'philippine', 'sea']"
13-25,https://twitter.com/kntsnjn/status/1391775234416472065,@kntsnjn,thony max,Anonymous,"@1437_nobody @ayajunaila @mitutu_lee @gnone_gnone16 @bclntn Protectibg what? Wala tay gina protect kay wala na sa atoa ang west philippine sea kay gi baligya na nila Aquino,utok nimo naay sayad",1437_NOBODY AYAJUNAILA MITUTU_LEE GNONE_GNONE16 BCLNTN PROTECTIBG WHAT NO PROTECT WHAT WEST PHILIPPINE SEA WEST WE ARE AQUINOUTOK,"Reply, Text",2021-10-05 23:20:00,0.0,1.0,0.0,0.0,-0.19940174254965867,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,1,0,1437_nobody ayajunaila mitutu_lee gnone_gnone16 bclntn Protectibg what Wala tay gina protect kay wala na sa atoa ang west philippine sea kay gi baligya na nila Aquinoutok nimo naay sayad,1437_nobody ayajunaila mitutu_lee gnone_gnone16 bclntn protectibg protect west philippine sea west aquinoutok,"['1437_nobodi', 'ayajunaila', 'mitutu_le', 'gnone_gnone16', 'bclntn', 'protectibg', 'protect', 'west', 'philippin', 'sea', 'west', 'aquinoutok']","['1437_nobody', 'ayajunaila', 'mitutu_lee', 'gnone_gnone16', 'bclntn', 'protectibg', 'protect', 'west', 'philippine', 'sea', 'west', 'aquinoutok']"
13-142,https://twitter.com/myopinion_right/status/1446948240050450433,@myopinion_right,myopinionmyright,Anonymous,@amanexnene @wonky_julio @ABSCBNNews Oh the Trillanes who was sent by PNoy to China to talk about selling scarborough shoal? Nice choice üôÉ,amane x nene wonky julio ABS CBN News On the Trillanes who was sent by PNoy to China to talk about selling scarborough shoal Nice choice,"Reply, Text",2021-10-10 05:18:00,0.0,1.0,0.0,0.0,-0.19940174254965867,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,1,0,amanexnene wonky_julio ABSCBNNews Oh the Trillanes who was sent by PNoy to China to talk about selling scarborough shoal Nice choice ,amane x nene wonky julio abs cbn news trillanes sent pnoy china talk selling scarborough shoal nice choice,"['aman', 'x', 'nene', 'wonki', 'julio', 'ab', 'cbn', 'news', 'trillan', 'sent', 'pnoy', 'china', 'talk', 'sell', 'scarborough', 'shoal', 'nice', 'choic']","['amane', 'x', 'nene', 'wonky', 'julio', 'ab', 'cbn', 'news', 'trillanes', 'sent', 'pnoy', 'china', 'talk', 'selling', 'scarborough', 'shoal', 'nice', 'choice']"
13-14,https://twitter.com/aybuhay/status/1449620262287122441,@aybuhay,yahneh,Anonymous,@ederic @TrillanesSonny @SenLeiladeLima Salamat Trillanes sa pagkawala ng Scarborough Shoal. Ang galing mong back-channel negotiator sa Tsina.,Ederic Trillanessonny Senleiladelima Thanks Trillanes for the loss of Scarborough Shoal is your backchannel negotiator in China,"Reply, Text",2021-10-17 14:16:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,ederic TrillanesSonny SenLeiladeLima Salamat Trillanes sa pagkawala ng Scarborough Shoal Ang galing mong backchannel negotiator sa Tsina,ederic trillanessonny senleiladelima thanks trillanes loss scarborough shoal backchannel negotiator china,"['eder', 'trillanessonni', 'senleiladelima', 'thank', 'trillan', 'loss', 'scarborough', 'shoal', 'backchannel', 'negoti', 'china']","['ederic', 'trillanessonny', 'senleiladelima', 'thanks', 'trillanes', 'loss', 'scarborough', 'shoal', 'backchannel', 'negotiator', 'china']"
13-13,https://twitter.com/mitchbailey986/status/1453015642479611904,@mitchbailey986,@chelle,Identified,@manilabulletin Dapat lang mawala na ang mga dilawan at ang mga opposisyon sa Senado kasi sila ang mga totoong salot sa bansa. Ibenenta ang West Philippine Sea. Nong c Noynoy Aquino pa ang Presidente ibenenta  ni Sec. Ochua sa China.Tapos isinisisi ky Pres. Duterte!,Manilabulletin should only disappear the yellow and the oppositions in the Senate because they are the real plagues in the country for selling the West Philippine Sea Nong C Noynoy Aquino yet the president will be sold by Sec Ochua to Chinatapos blamed his Pres Duterte,"Reply, Text",2021-10-26 23:08:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,manilabulletin Dapat lang mawala na ang mga dilawan at ang mga opposisyon sa Senado kasi sila ang mga totoong salot sa bansa Ibenenta ang West Philippine Sea Nong c Noynoy Aquino pa ang Presidente ibenenta  ni Sec Ochua sa ChinaTapos isinisisi ky Pres Duterte,manilabulletin disappear yellow oppositions senate real plagues country selling west philippine sea nong c noynoy aquino yet president sold sec ochua chinatapos blamed pres duterte,"['manilabulletin', 'disappear', 'yellow', 'opposit', 'senat', 'real', 'plagu', 'countri', 'sell', 'west', 'philippin', 'sea', 'nong', 'c', 'noynoy', 'aquino', 'yet', 'presid', 'sold', 'sec', 'ochua', 'chinatapo', 'blame', 'pre', 'dutert']","['manilabulletin', 'disappear', 'yellow', 'opposition', 'senate', 'real', 'plague', 'country', 'selling', 'west', 'philippine', 'sea', 'nong', 'c', 'noynoy', 'aquino', 'yet', 'president', 'sold', 'sec', 'ochua', 'chinatapos', 'blamed', 'pres', 'duterte']"
13-141,https://twitter.com/NationPinoy/status/1453745618682327040,@NationPinoy,PINOY NATIONüáµüá≠,Identified,Ilang MILLIONS kaya ang FUNDING ni (LOIDA NICOLAS LEWIS) nito sure Kapag makalusot ito si @lenirobredo ano Kaya ang ibibinta nya na ILAND para pang bayad Kay (LOIDA NICOLAS LEWIS) gaya sa pag Suporta nya Kay NOYNOYING AQUINO at nanalo ibininta ang WEST PHILIPPINE SEA binayad.,Loida Nicolas Lewis's funding is a few millions of funding for it when Lenirobredo is able to get it out of what he will paint to pay for Loida Nicolas Lewis as he supports Noynoying Aquino and won the West Philippine Sea paid,"Reply, Text",2021-10-28 23:28:00,2.0,0.0,0.0,0.0,-0.07606045849832341,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Ilang MILLIONS kaya ang FUNDING ni LOIDA NICOLAS LEWIS nito sure Kapag makalusot ito si lenirobredo ano Kaya ang ibibinta nya na ILAND para pang bayad Kay LOIDA NICOLAS LEWIS gaya sa pag Suporta nya Kay NOYNOYING AQUINO at nanalo ibininta ang WEST PHILIPPINE SEA binayad,loida nicolas lewis 's funding millions funding lenirobredo able get paint pay loida nicolas lewis supports noynoying aquino west philippine sea paid,"['loida', 'nicola', 'lewi', ""'s"", 'fund', 'million', 'fund', 'lenirobredo', 'abl', 'get', 'paint', 'pay', 'loida', 'nicola', 'lewi', 'support', 'noynoy', 'aquino', 'west', 'philippin', 'sea', 'paid']","['loida', 'nicolas', 'lewis', ""'s"", 'funding', 'million', 'funding', 'lenirobredo', 'able', 'get', 'paint', 'pay', 'loida', 'nicolas', 'lewis', 'support', 'noynoying', 'aquino', 'west', 'philippine', 'sea', 'paid']"
13-12,https://twitter.com/BadongBadongski/status/1453982835719565313,@BadongBadongski,🇵🇭❤️💚BADONG🇰🇷🇸🇪🇹🇭🇹🇼🇸🇬🇺🇸🇻🇳🇲🇼🇮🇩,Anonymous,yan ang iBOBOto ng mga uto uto ang nagbenta sa scarborough shoal c/o Ochoa at 16x visits ni Trillanes tos kinasuhan sa hague para goyohin ang tsina at ipagsabong tayo sa digmaan tos pinamumukha nila bastos si Du30 https://t.co/5irALYNqjW,That's what the silly people will vote for who sells the Scarborough Shoal co ochoa and Trillanes' 16x visits to the Hague to go to China and bring us to war when they look like DU30,"Image, Text",2021-10-29 15:11:00,4.0,0.0,2.0,0.0,0.04728082555301184,-0.49865495912065505,0.269697300416908,-0.14714972880866967,1,0,yan ang iBOBOto ng mga uto uto ang nagbenta sa scarborough shoal co Ochoa at 16x visits ni Trillanes tos kinasuhan sa hague para goyohin ang tsina at ipagsabong tayo sa digmaan tos pinamumukha nila bastos si Du30 ,'s silly people vote sells scarborough shoal co ochoa trillanes ' 16x visits hague go china bring us war look like du30,"[""'s"", 'silli', 'peopl', 'vote', 'sell', 'scarborough', 'shoal', 'co', 'ochoa', 'trillan', ""'"", '16x', 'visit', 'hagu', 'go', 'china', 'bring', 'us', 'war', 'look', 'like', 'du30']","[""'s"", 'silly', 'people', 'vote', 'sell', 'scarborough', 'shoal', 'co', 'ochoa', 'trillanes', ""'"", '16x', 'visit', 'hague', 'go', 'china', 'bring', 'u', 'war', 'look', 'like', 'du30']"
13-11,https://twitter.com/Lurkkerr/status/1461183735680798722,@Lurkkerr,Lurkkerr,Anonymous,"Who handed west phil. sea to China? its yellow Aquino, gave up scarborough shoal to china, Aquino sued china to Unclos but they buildup more islet &amp; block fishing ground and now they are angered at Duterte saying he lost west phil sea to China 😂. #WhoLostPhilSeatoChina",Who handed west phil sea to China its yellow Aquino gave up scarborough shoal to china Aquino sued china to Unclos but they buildup more islet amp block fishing ground and now they are angered at Duterte saying he lost west phil sea to China  WhoLostPhilSeatoChina,Text,2021-11-18 12:05:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,Who handed west phil sea to China its yellow Aquino gave up scarborough shoal to china Aquino sued china to Unclos but they buildup more islet amp block fishing ground and now they are angered at Duterte saying he lost west phil sea to China  WhoLostPhilSeatoChina,handed west phil sea china yellow aquino gave scarborough shoal china aquino sued china unclos buildup islet amp block fishing ground angered duterte saying lost west phil sea china wholostphilseatochina,"['hand', 'west', 'phil', 'sea', 'china', 'yellow', 'aquino', 'gave', 'scarborough', 'shoal', 'china', 'aquino', 'su', 'china', 'unclo', 'buildup', 'islet', 'amp', 'block', 'fish', 'ground', 'anger', 'dutert', 'say', 'lost', 'west', 'phil', 'sea', 'china', 'wholostphilseatochina']","['handed', 'west', 'phil', 'sea', 'china', 'yellow', 'aquino', 'gave', 'scarborough', 'shoal', 'china', 'aquino', 'sued', 'china', 'unclos', 'buildup', 'islet', 'amp', 'block', 'fishing', 'ground', 'angered', 'duterte', 'saying', 'lost', 'west', 'phil', 'sea', 'china', 'wholostphilseatochina']"
13-10,https://twitter.com/christianairel/status/1463495103427739653,@christianairel,christiana davila,Identified,"@_MINJEONGKlM @Tiipaii1 @anavalenz @Ohnoriorun @forthenationPH @TheManilaTimes Oh dear, it was Trillanes and Pnoy who did a backdoor negotiation about Scarborough Shoal. I pity you if your only source of information/news is the yellow media. No wonder.",_MINJEONGKlM Tiipaii1 anavalenz Ohnoriorun forthenationPH TheManilaTimes Oh dear it was Trillanes and Pnoy who did a backdoor negotiation about Scarborough Shoal I pity you if your only source of informationnews is the yellow media No wonder,"Text, Reply",2021-11-24 21:09:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,_MINJEONGKlM Tiipaii1 anavalenz Ohnoriorun forthenationPH TheManilaTimes Oh dear it was Trillanes and Pnoy who did a backdoor negotiation about Scarborough Shoal I pity you if your only source of informationnews is the yellow media No wonder,_minjeongklm tiipaii1 anavalenz ohnoriorun forthenationph themanilatimes oh dear trillanes pnoy backdoor negotiation scarborough shoal pity source informationnews yellow media wonder,"['_minjeongklm', 'tiipaii1', 'anavalenz', 'ohnoriorun', 'forthenationph', 'themanilatim', 'oh', 'dear', 'trillan', 'pnoy', 'backdoor', 'negoti', 'scarborough', 'shoal', 'piti', 'sourc', 'informationnew', 'yellow', 'media', 'wonder']","['_minjeongklm', 'tiipaii1', 'anavalenz', 'ohnoriorun', 'forthenationph', 'themanilatimes', 'oh', 'dear', 'trillanes', 'pnoy', 'backdoor', 'negotiation', 'scarborough', 'shoal', 'pity', 'source', 'informationnews', 'yellow', 'medium', 'wonder']"
13-147,https://twitter.com/MalditaIssa/status/1403536359852187649,@MalditaIssa,issa_maldita,Identified,"@teddycasino Tama ka, Atin ang Pinas! Tanungin mo sila Carpio at Trillanes kung nasan resibo ng pag benta ng Scarborough Shoal, Boi.",teddycasino you are right to ask Carpio and Trillanes if you have a Scarborough Shoal Boi sales receipt receipt,"Reply, Text",2021-12-06 10:15:00,8.0,0.0,0.0,0.0,0.29396339365568236,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,teddycasino Tama ka Atin ang Pinas Tanungin mo sila Carpio at Trillanes kung nasan resibo ng pag benta ng Scarborough Shoal Boi,teddycasino right ask carpio trillanes scarborough shoal boi sales receipt receipt,"['teddycasino', 'right', 'ask', 'carpio', 'trillan', 'scarborough', 'shoal', 'boi', 'sale', 'receipt', 'receipt']","['teddycasino', 'right', 'ask', 'carpio', 'trillanes', 'scarborough', 'shoal', 'boi', 'sale', 'receipt', 'receipt']"
13-93,https://twitter.com/MalditaIssa/status/1403536359852187649,@MalditaIssa,issa_maldita,Identified,"@teddycasino Tama ka, Atin ang Pinas! Tanungin mo sila Carpio at Trillanes kung nasan resibo ng pag benta ng Scarborough Shoal, Boi.",teddycasino you are right to ask Carpio and Trillanes if you have a Scarborough Shoal Boi sales receipt receipt,"Text, Reply",2021-12-06 10:15:00,8.0,0.0,0.0,0.0,0.29396339365568236,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,teddycasino Tama ka Atin ang Pinas Tanungin mo sila Carpio at Trillanes kung nasan resibo ng pag benta ng Scarborough Shoal Boi,teddycasino right ask carpio trillanes scarborough shoal boi sales receipt receipt,"['teddycasino', 'right', 'ask', 'carpio', 'trillan', 'scarborough', 'shoal', 'boi', 'sale', 'receipt', 'receipt']","['teddycasino', 'right', 'ask', 'carpio', 'trillanes', 'scarborough', 'shoal', 'boi', 'sale', 'receipt', 'receipt']"
13-15,https://twitter.com/__dessaa__/status/1447705857349742595,@__dessaa__,des T,Identified,"@Meg53097565 @Gorio42852440 @isabelmerana True ! Ang mga makayellowtards kc prang d nagiisip, nagbubulag bulagan cla khit kitang kita na ebidensya. Haha gnyan cla kya wlang mgndang nangyayari sa pinas , 2 aquino na ang namuno kaso mas walang kwentA. Pinagbenta pa ang scarborough shoal. Kawawa ang pinas🤦🏻‍♀️",Meg53097565 Gorio42852440 Isabelmerana True the Makayellowtards kc prang d thinking blinds blind cla khit we see evidence haha gnyan cla kya without the incident in Pinas 2 aquino that the leader case more worthless than the scared of scborough shoal,"Reply, Text",2021-12-10 07:29:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Meg53097565 Gorio42852440 isabelmerana True  Ang mga makayellowtards kc prang d nagiisip nagbubulag bulagan cla khit kitang kita na ebidensya Haha gnyan cla kya wlang mgndang nangyayari sa pinas  2 aquino na ang namuno kaso mas walang kwentA Pinagbenta pa ang scarborough shoal Kawawa ang pinas,meg53097565 gorio42852440 isabelmerana true makayellowtards kc prang thinking blinds blind cla khit see evidence haha gnyan cla kya without incident pinas 2 aquino leader case worthless scared scborough shoal,"['meg53097565', 'gorio42852440', 'isabelmerana', 'true', 'makayellowtard', 'kc', 'prang', 'think', 'blind', 'blind', 'cla', 'khit', 'see', 'evid', 'haha', 'gnyan', 'cla', 'kya', 'without', 'incid', 'pina', '2', 'aquino', 'leader', 'case', 'worthless', 'scare', 'scborough', 'shoal']","['meg53097565', 'gorio42852440', 'isabelmerana', 'true', 'makayellowtards', 'kc', 'prang', 'thinking', 'blind', 'blind', 'cla', 'khit', 'see', 'evidence', 'haha', 'gnyan', 'cla', 'kya', 'without', 'incident', 'pinas', '2', 'aquino', 'leader', 'case', 'worthless', 'scared', 'scborough', 'shoal']"
13-138,https://twitter.com/Delago_Al/status/1470560778147094533,@Delago_Al,Al Delago,Identified,"Patulong po sa mga kakilala para maalala na si Trillanes ang back channeler para MAWALA yung Scarborough Shoal nung 2013. At HINDI niya kinahihiya na imbis na diplomatic ang gamitin, back channeling ang ginawa nila ni PeNoy Abnoy nung mga panahon na iyon.

https://t.co/L9kxETcI9y",Please help acquaintances to remember that Trillanes was the back channeler to lose the Scarborough Shoal in 2013 and he was not ashamed that instead of diplomatic use back channeling what Penoy Abnoy did in those days,"Reply, Text, URL",2021-12-14 09:06:00,11.0,0.0,0.0,0.0,0.47897531973268526,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"Patulong po sa mga kakilala para maalala na si Trillanes ang back channeler para MAWALA yung Scarborough Shoal nung 2013 At HINDI niya kinahihiya na imbis na diplomatic ang gamitin back channeling ang ginawa nila ni PeNoy Abnoy nung mga panahon na iyon

",please help acquaintances remember trillanes back channeler lose scarborough shoal 2013 ashamed instead diplomatic use back channeling penoy abnoy days,"['pleas', 'help', 'acquaint', 'rememb', 'trillan', 'back', 'channel', 'lose', 'scarborough', 'shoal', '2013', 'asham', 'instead', 'diplomat', 'use', 'back', 'channel', 'penoy', 'abnoy', 'day']","['please', 'help', 'acquaintance', 'remember', 'trillanes', 'back', 'channeler', 'lose', 'scarborough', 'shoal', '2013', 'ashamed', 'instead', 'diplomatic', 'use', 'back', 'channeling', 'penoy', 'abnoy', 'day']"
13-9,https://twitter.com/adel_llenos/status/1474969276695994371,@adel_llenos,Adel Llenos,Identified,@boyetongz @jcpunongbrgy Di ba si trililing pnoy ang nagbinta ng pinas sa china? Kaya nga yong mga bahura sa west philippine sea na inangkin ng china ay nakaroon ng lupa at steucture dahil bininta ng aquino administration ang ating bundok para gamitin sa reclamation doon.,Boyetongz JCPADOBRGY Didn't Trililing Pnoy paint the Pinas in China so the reefs in the West Philippine Sea claimed by China have land and steucture because the Aquino Administration painted our mountain for use in reclamation there,"Text, Reply",2021-12-26 13:04:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,boyetongz jcpunongbrgy Di ba si trililing pnoy ang nagbinta ng pinas sa china Kaya nga yong mga bahura sa west philippine sea na inangkin ng china ay nakaroon ng lupa at steucture dahil bininta ng aquino administration ang ating bundok para gamitin sa reclamation doon,boyetongz jcpadobrgy n't trililing pnoy paint pinas china reefs west philippine sea claimed china land steucture aquino administration painted mountain use reclamation,"['boyetongz', 'jcpadobrgi', ""n't"", 'trilil', 'pnoy', 'paint', 'pina', 'china', 'reef', 'west', 'philippin', 'sea', 'claim', 'china', 'land', 'steuctur', 'aquino', 'administr', 'paint', 'mountain', 'use', 'reclam']","['boyetongz', 'jcpadobrgy', ""n't"", 'trililing', 'pnoy', 'paint', 'pinas', 'china', 'reef', 'west', 'philippine', 'sea', 'claimed', 'china', 'land', 'steucture', 'aquino', 'administration', 'painted', 'mountain', 'use', 'reclamation']"
13-8,https://twitter.com/attyndbcpa/status/1475399865278427139,@attyndbcpa,Crisostomo Ivana,Identified,"@PhilippineStar @onenewsph We trust the Government except the OVP

Traydor yan Sisirain ang Gobyerno mag mukha lang syang Malinis!!!

SALOT NA DILAWAN BINENTA NG AQUINO ANG SABAH AT WEST PHILIPPINE SEA","Philippinestar onnewsph we trust the government except the ovp

That traitor will destroy the government and he just looks clean

Plague that Aquino has sold the Sabah and West Philippine Sea","Text, Reply",2021-12-27 17:35:00,2.0,0.0,0.0,0.0,-0.07606045849832341,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"PhilippineStar onenewsph We trust the Government except the OVP

Traydor yan Sisirain ang Gobyerno mag mukha lang syang Malinis

SALOT NA DILAWAN BINENTA NG AQUINO ANG SABAH AT WEST PHILIPPINE SEA",philippinestar onnewsph trust government except ovp traitor destroy government looks clean plague aquino sold sabah west philippine sea,"['philippinestar', 'onnewsph', 'trust', 'govern', 'except', 'ovp', 'traitor', 'destroy', 'govern', 'look', 'clean', 'plagu', 'aquino', 'sold', 'sabah', 'west', 'philippin', 'sea']","['philippinestar', 'onnewsph', 'trust', 'government', 'except', 'ovp', 'traitor', 'destroy', 'government', 'look', 'clean', 'plague', 'aquino', 'sold', 'sabah', 'west', 'philippine', 'sea']"
13-7,https://twitter.com/aybuhay/status/1487596134767861765,@aybuhay,yahneh,Anonymous,"@manilabulletin Trillanes, back-door negotiator ng Tsina kaya nawala ang Scarborough Shoal. No way Jose!
#LeniTangaSaLahat","Manilabulletin Trillanes Backdoor Negotiator of China so Lost Scarborough Shoal No Way Jose
LenitangalangAhat","Text, Reply",2022-01-30 09:18:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,"manilabulletin Trillanes backdoor negotiator ng Tsina kaya nawala ang Scarborough Shoal No way Jose
LeniTangaSaLahat",manilabulletin trillanes backdoor negotiator china lost scarborough shoal way jose lenitangalangahat,"['manilabulletin', 'trillan', 'backdoor', 'negoti', 'china', 'lost', 'scarborough', 'shoal', 'way', 'jose', 'lenitangalangahat']","['manilabulletin', 'trillanes', 'backdoor', 'negotiator', 'china', 'lost', 'scarborough', 'shoal', 'way', 'jose', 'lenitangalangahat']"
13-6,https://twitter.com/BaibenloveBui/status/1496496197804396546,@BaibenloveBui,BaibenLoveBiu,Anonymous,@Lee2090827375 @akosirenzoy OK! PAKI KAMUSTA PALA AKO SA DRUG LEADER NA SI DE LIMA! TAS YUNG MAGNANAKAW NA RIN NA SI TRILLANES NA PINAGBILI ANG SCARBOROUGH SHOAL KASAMA SI AQUINO KAYA NDI MAKAPA NGISDA DOON HAHAHAHAHA MGA IPOKRITO,Lee2090827375 akosirenzoy ok please say hello to drug leader de lima tas the thief Trillanes also sold Scarborough Shoal with Aquino so he can't fish there hahahahaha hypocrites,"Text, Reply",2022-02-23 22:44:00,0.0,2.0,0.0,0.0,-0.19940174254965867,1.9141916172696114,-0.15170473148451075,-0.14714972880866967,1,0,Lee2090827375 akosirenzoy OK PAKI KAMUSTA PALA AKO SA DRUG LEADER NA SI DE LIMA TAS YUNG MAGNANAKAW NA RIN NA SI TRILLANES NA PINAGBILI ANG SCARBOROUGH SHOAL KASAMA SI AQUINO KAYA NDI MAKAPA NGISDA DOON HAHAHAHAHA MGA IPOKRITO,lee2090827375 akosirenzoy ok please say hello drug leader de lima tas thief trillanes also sold scarborough shoal aquino ca n't fish hahahahaha hypocrites,"['lee2090827375', 'akosirenzoy', 'ok', 'pleas', 'say', 'hello', 'drug', 'leader', 'de', 'lima', 'ta', 'thief', 'trillan', 'also', 'sold', 'scarborough', 'shoal', 'aquino', 'ca', ""n't"", 'fish', 'hahahahaha', 'hypocrit']","['lee2090827375', 'akosirenzoy', 'ok', 'please', 'say', 'hello', 'drug', 'leader', 'de', 'lima', 'ta', 'thief', 'trillanes', 'also', 'sold', 'scarborough', 'shoal', 'aquino', 'ca', ""n't"", 'fish', 'hahahahaha', 'hypocrite']"
